id,name,overview,genre_ids,poster_path,vote_average
77169,Cobra Kai,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.","[10759, 18, 35]",/6GDW4EsgsXlYrL1ASb5eCHQK4er.jpg,8.214
1534,Robotboy,"Robotboy is the latest creation of the world renowned scientist Professor Moshimo. Due to fears that Robotboy would be stolen by his arch-enemy Dr. Kamikazi and his main henchman Constantine to be used to take over the world, Professor Moshimo entrusts Robotboy to 10-year-old Tommy Turnbull, his biggest fan. While being protected by Tommy and his two friends Lola and Gus, or ""G-man"" as he calls himself, Robotboy learns how to behave and act as if he were a real boy.","[16, 35, 10759, 10762, 10765, 10751]",/lACo3JKi1ipYUzRth1mZdW4tHuH.jpg,7.5
1403,Marvel's Agents of S.H.I.E.L.D.,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.","[18, 10765, 10759]",/gHUCCMy1vvj58tzE3dZqeC9SXus.jpg,7.479
71790,S.W.A.T.,A locally born and bred S.W.A.T. lieutenant is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,"[80, 10759, 18]",/1rTEcLsnOoKXfDdGlbg0RHDvoaE.jpg,8.1
60572,Pokémon,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.","[16, 10759, 10765]",/rOuGm07PxBhEsK9TaGPRQVJQm1X.jpg,7.9
66562,Yo-kai Watch,"After elementary schooler Keita Amano (Nate Adams) frees a Yo-kai butler named Whisper, he is granted a special watch that allows him to see the Yo-kai causing trouble all around him.","[16, 35, 10762, 9648, 10765, 10759]",/k8EM9rl22UAGtR2YUHNHsnMWggn.jpg,6.6
80559,Puzzle & Dragons,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday.","[10759, 16, 35, 10762, 10765, 18]",/oW9rE2Zo38eTBcCcnDl5tZijYHq.jpg,8.0
2395,The Legend of Tarzan,"The Legend of Tarzan picks up where the 1999 feature film left off, with the title character adjusting to his new role as leader of the apes following Kerchak's death, and Jane adjusting to life in the jungle. Rounding out the cast are Jane's father, Professor Archimedes Porter; Tantor, the germophobic elephant; and Terk, a wisecracking female gorilla and Tarzan's old wrestling buddy.","[10759, 16, 10762]",/w5mGLHBT59nFilSPgd5TgJnZ1ix.jpg,6.8
75219,9-1-1,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.","[18, 80, 10759]",/9dNWZPjFWdKo5Avr5JEEzLShLMZ.jpg,8.2
41551,Distretto di Polizia,Distretto di Polizia is an Italian television series.,"[10759, 35, 18]",/3jI0Zy5priiMGybWsiFTZZ7cidx.jpg,6.7
75911,Transformers: Energon,"The show takes place ten years after the finale of Armada, opening in an age of peace on Cybertron and Earth which is destined not to last long. Energon pits the Autobots against an array of villains: the reborn Megatron , the barely functional Unicron, and the mysterious Alpha Q and his Terrorcon minions.","[10759, 16, 10762]",/bNoznz2CDSWbarJ1NuT0m6zU2SP.jpg,6.5
62255,Seraph of the End,"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth, likely followed by age-old horrors of the dark thought only to be myth. The vampires sweep the earth and claim it in a single violent stroke, subjugating the remnants of humanity and leading them beneath the surface to safety. This ""protection"" comes at the price of donating blood to their captors. At the age of twelve, Yūichirō and his friend and fellow orphan Mikaela plotted to escape along with the children in Hyakuya Orphanage. However, this resulted in their deaths and Mikaela sacrifices himself in order for Yūichirō to escape and be saved by members of the Moon Demon Company, an extermination unit of the Japanese Imperial Demon Army. Four years later, Yūichirō dedicates his life to destroy vampires and seek revenge against them for murdering his ""family"".","[10759, 16, 10765]",/5IlxL2PfQ8CyY4TLRru9TcU56b3.jpg,7.9
4046,Spooks,"Tense drama series about the different challenges faced by the British Security Service as they work against the clock to safeguard the nation. The title is a popular colloquialism for spies, and the series follows the work of a group of MI5 officers based at the service's Thames House headquarters, in a highly secure suite of offices known as The Grid.","[18, 10759, 80]",/5kODxCYihuM49oQWke6GfHdsRT6.jpg,7.6
3425,Ultraman,"Hayata is a member of the Science Patrol, an organization tasked with investigating bizarre anomalies. He is mortally wounded when accidently encountering an alien being from Land of Light, who grants Hayata new life as the two are merged into one. Now, whenever a threat arises that is too great for the Science Patrol to handle, Hayata activates the beta capsule and becomes the hero known as Ultraman.","[10759, 10765, 9648]",/v1WeicqIu1zuaEpVhpLx23DTGht.jpg,8.3
45388,Missing,"Jess Mastriani was a normal person who only wanted to take over her parents' restaurant in Indiana. But that changed when she was hit by lightning. After that she began seeing visions of missing people. Jess decides to use her newfound ability to be a consultant to the FBI, helping locate missing individuals. Eventually, she is hired by the bureau full-time and trained to become an agent, but her by-the-book nature sometimes clashes with the personality of her partner. Jess and her colleagues work out of the FBI's Washington, D.C., office.","[10759, 18, 9648, 80]",/5RdCx8fplh39dYh3YkwI7x3zSda.jpg,6.7
7330,Iron Man: Armored Adventures,"As Iron Man, teenage child prodigy Tony Stark uses his technological inventions to fight various similarly technologically advanced threats. His friends, James ""Rhodey"" Rhodes and Pepper Potts, help him on his courageous and dangerous adventures.","[16, 10759, 10765, 10751]",/kIJGgBwh37V2nfgnJFaN7zDIjdv.jpg,7.2
14956,Dollhouse,"Echo is a member of a highly illegal and underground group of individuals whose personalities have been wiped clean so they can be imprinted with any number of new personas. Confined between missions to a secret facility known as the Dollhouse, the ""Actives"" are hired by the wealthy, powerful and connected to wholly become—with mind, personality and physiology—whomever the client wants or needs them to be. They know no other life than the specific engagements they are in at that time—or do they?","[10765, 10759, 18]",/oq5WPzUn7R0YcIk7QGwpXqvgSWO.jpg,7.2
2121,ReBoot,"Bob, a guardian from the Super Computer, helped by his friends Dot, Enzo, and dog Frisket, defend the digital city of Mainframe from evil computer viruses that seek to dominate the city and infect the entire net.","[10765, 16, 10759, 10762]",/5C2ZVZEZJdQLkaeO9cCw7rJ0EUM.jpg,7.4
119769,Taxi Driver,A former special forces soldier delivers revenge for victims of injustice while working for a secret organization that fronts as a taxi company.,"[10759, 80, 18]",/lghfb8beej1aH9ML8QyeSixniom.jpg,8.071
89180,Dimension 20,"Heed the call of adventure and enter Dimension 20 where Game Master Brennan Lee Mulligan, joined by comedians and pro gamers, blends comedy with tabletop RPGs.","[10765, 35, 10764, 10759]",/8xZXCenM9n5HYyrgr5FcP2oHwdx.jpg,9.3
62643,DC's Legends of Tomorrow,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?","[10759, 10765, 18]",/qNgAcg4gNYbZ9mySLB9ZX4ehZb6.jpg,7.286
4622,Code Lyoko,"Code Lyoko centers on four children who travel to the virtual world of Lyoko to battle against a sentient artificial intelligence named XANA, with a virtual human called Aelita.","[10765, 16, 35, 10759]",/86LdmxBCP9ghdtATP4WjN29vSqP.jpg,7.4
8996,Fighting General Daimos,"The survivors of Planet Baam and the Earth people want to sign a peace treaty, so General Lion and the renowned scientist Dr. Ryūzaki head out to have a reunion. But Lion dies in odd circumstances, his vengeful son Richter kills Dr. Ryūzaki—and war starts. Dr. Ryūzaki's son, young martial artist Kazuya, decides to defend Earth with Dr. Izumi's powerful robot: Tōshō Daimos...","[16, 10759]",/7zBSFAORAhKYbcK6g5R8yPZaKCN.jpg,6.5
67335,Sin senos sí hay paraíso,A young woman born in a mafia-controlled town seeks revenge on those who wrongfully harmed and imprisoned her family.,"[10759, 80, 18, 9648]",/7lBJ6lOS0uQqsH13U9iMTikawQS.jpg,7.6
34791,Claymore,"When a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys.

As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore.","[10759, 16, 18, 10765]",/rQt8X4kjBxah0laGwUVJISf1086.jpg,8.197
1855,Star Trek: Voyager,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.","[10765, 18, 10759]",/gNS5tRSG3UlXodCxznKKOKweqxh.jpg,7.8
63085,Ushio and Tora,"Ushio thinks that his father's talk of an ancient ancestor impaling a demon on a temple altar stone with the legendary Beast Spear is nuts, but when he finds the monster in his own basement, Ushio has to take another look at the family legend! To save his friends and family from the invading spirits, Ushio is forced to release Tora from his captivity. But will the creature prove to be worse than the curse?","[10759, 16, 35, 18]",/zF0OxtfZlSIGK7SLq77qiAqe7T1.jpg,8.1
8613,Demi-Gods and Semi-Devils,"Demi-Gods and Semi-Devils is a 1982 Hong Kong television series adapted from Louis Cha's novel Demi-Gods and Semi-Devils. The 50 episodes long series is divided into two parts, with their Chinese titles as 天龍八部之六脈神劍 and 天龍八部之虛竹傳奇 respectively.","[18, 10759]",/2H0yXHDP8maHmUCLhVwutwE1U9h.jpg,0.0
60603,The Curse of Oak Island,Follow brothers Marty and Rick Lagina through their effort to find the speculated - and as of yet undiscovered - buried treasure believed to have been concealed through extraordinary means on Oak Island.,"[9648, 10759, 10764, 99]",/gtkxUUmHDF31iDUOlxQqUXmiU71.jpg,7.4
70058,Motu Patlu,"Inspired by the characters of Lot Pot Comics, Motu Patlu is a lively comic caper for the kids as well as the entire family. Set in the beautiful city of Furfuri Nagariya, the story is about Motu and Patlu, who are as similar as chalk and cheese. The Awesome Twosome are always on an adventurous expedition and have an uncanny ability to get into tricky situations every single day! It was premiered on 16 October 2012, beginning with the episode ""John Banega Don"". It focuses on two friends, Motu and Patlu, living in the fictional city Furfuri Nagar.","[16, 35, 10762, 10759]",/nXKXaGE0SkjvhnbFKc0dUWh1uwo.jpg,5.8
889,Eureka Seven,"Renton Thurston desires to leave his home behind and join the mercenary group known as Gekkostate, hoping to find some adventure. When a robot crashes through Renton's garage the meeting sparks the beginning of Renton's involvement with Gekkostate as he takes off alongside the young girl Eureka as the co-pilot of the Nirvash.","[10759, 10765, 16, 18]",/8UEQjulTcPpVJhHvNosbBi4Ufq4.jpg,7.4
154018,Sítio do Picapau Amarelo,,"[10762, 10759]",/skoCNGFfyTX4U4bnBhgrECGXMkf.jpg,8.0
3572,Kojak,"A bald, lollipop sucking police detective with a fiery righteous attitude battles crime in New York City.","[80, 10759, 18, 9648]",/7F1eH97Bpi8zQbc172drbJCsOsG.jpg,7.0
52814,Halo,"Depicting an epic 26th-century conflict between humanity and an alien threat known as the Covenant, the series weaves deeply drawn personal stories with action, adventure and a richly imagined vision of the future.","[10765, 10759]",/nJUHX3XL1jMkk8honUZnUmudFb9.jpg,8.272
4335,Ōban Star-Racers,"Every 10,000 years, teams from all over the universe are gathered by the mysterious Avatar to compete in the Great Race of Ōban, a race with much more at stake than just honor or prize money. According to legend, the winner is awarded the Ultimate Prize, which is rumored to grant any wish, from large-scale destruction to, perhaps, the resurrection of a loved one. Some want it for glory, others as a way of universal domination. However, the true nature of the Prize is shrouded in mystery, and things are not what they appear to be…","[16, 18, 10765, 10759]",/oVDayjVhJRQUBOwVBrwCtwAEywr.jpg,7.8
21734,Super Dimension Fortress Macross,After a mysterious spaceship crashes on Earth a fleet of spaceships belonging to a race of aliens known as the Zentradi descend upon Earth sparking an intergalactic war.,"[16, 10759, 10765, 10768]",/15JJd47Wy6enQS3roKSdK1ouce7.jpg,8.0
15680,The Unfettered Shogun,"Set in the 18th century, the show follows the Shogun Yoshimune, who likes to disguise himself as a low-ranking samurai and go into his capital of Edo to see the life of the common man, as well as to seek out and punish evildoers who would hurt his citizens. He is aided by Magistrate Oo'oka and a vivacious fireman, Tatsugoro, as well as a rotating cast of other recurring characters.

Along with Zenigata Heiji and Mito Kōmon, it ranks among the longest-running series in the jidaigeki genre. Like so many other jidaigeki, it falls in the category of kanzen-chōaku, loosely, ""rewarding good and punishing evil.""","[10751, 18, 10759]",/i2SVXj2f1ep2Day2yCiLdm3iyIq.jpg,8.1
84773,The Lord of the Rings: The Rings of Power,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.","[10759, 10765, 18]",/mYLOqiStMxDK3fYZFirgrMt8z5d.jpg,7.3
62286,Fear the Walking Dead,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.","[10759, 18]",/l7N9aS6VyYvjelKoCB2eZge0Qky.jpg,7.7
280043,"Cóyotl, Hero and Beast","In a small town in northern Mexico, where two drug cartels rule, the young man Lupe embraces his dangerous fate. He transforms into Coyotl, a mythical creature that is half man and half beast. With this transformation, Lupe wants to become the protector his people so desperately need.","[18, 10759]",/oM5Wei3OjofExdGffnVDzigu6KY.jpg,7.3
254002,Critical Role,"Critical Role is a weekly livestreamed show that uses roleplaying game mechanics as a means to explore and develop stories from the vast fantasy world of Exandria, with sweeping narratives intricately woven through collaboration between Game Master Matthew Mercer and his fellow cast of veteran voice actors, including Ashley Johnson, Marisha Ray, Taliesin Jaffe, Travis Willingham, Sam Riegel, Laura Bailey, and Liam O’Brien.","[10765, 10759, 18, 35]",/keSNwdzmSgQzluKmqTI6kwDOFa7.jpg,8.125
79340,The Outpost,"Talon, the lone survivor of a race called the Blackbloods, sets off to the edge of civilisation to track her family's killers. On her journey she discovers she has supernatural powers which she must learn to harness in order to achieve her goals.","[10765, 10759, 18]",/pqHFkhlO4xRRNOzWEEl3yV9KXiu.jpg,7.492
256429,Sagrado,"The members of the Sagrado family live to prove they are the most powerful and influential, stopping at nothing to bury dirty secrets to keep their name faultless and sacred.","[18, 10759]",/hlRhstt3Du57qm4A30w7RkHqEXg.jpg,9.0
71789,SEAL Team,"Military drama following the professional and personal lives of the most elite unit of Navy SEALs as they train, plan and execute the most dangerous, high stakes missions our country can ask of them.","[10759, 18, 10768]",/6iSnec83UEMgLOXAtGYwaVNHLjR.jpg,8.042
43167,Accel World,"A short, overweight student uses the Neuro Link, an evolution of the Nerve Gear, to escape himself from the reality. But his skills in the virtual world brings him to the attention of Kuroyukihime, a popular student who introduces him to the Brain Burst.","[10759, 16, 10765, 18]",/eNodkllQPCOrWlPCRfPUc9Deyo2.jpg,7.7
2203,First Wave,"Framed for murder and on the run, a former thief struggles to expose the vanguard of an alien invasion with the help of a conspiracy theorist and newly discovered prophecies of Nostradamus.","[10759, 10765]",/os8qvB3iGLbOGgmHacDLaf1QrHx.jpg,7.1
64710,Noragami,"Hiyori Iki is a normal middle school student until she was involved in a bus accident while trying to protect a stranger. This incident causes her soul to frequently slip out of her body, and she becomes aware of the existence of two parallel worlds. Through her soul, she meets the strange, nameless god without a shrine, Yato. Yato is determined to make a name for himself out there by accepting any wishes for 5 yen, including Hiyori's to fix her body.","[16, 10765, 10759, 35]",/7pL2wGmy92v31ceYvCVIg4ilwLr.jpg,8.3
529,The Legend of Prince Valiant,"The Legend of Prince Valiant is an American animated television series based on the Prince Valiant comic strip created by Hal Foster. Set in the time of King Arthur, it's a family-oriented adventure show about an exiled prince who goes on a quest to become one of the Knights of the Round Table. He begins his quest after having a dream about Camelot and its idealistic New Order. This television series originally aired on The Family Channel from 1991 to 1994 for a total run of 65 episodes.","[16, 10765, 10759]",/r1ozWw5J7oVL4BqGOA86Pyl2Wvi.jpg,5.7
3478,Ewoks,The Ewok Wicket and his friends from the Bright Tree Village go on many magical adventures.,"[10762, 16, 10765, 10759]",/gu7FdhTki8lBiGceQlsL7H6o3ky.jpg,5.763
2930,Blue Murder,"Blue Murder is a Canadian crime drama television series, featuring stories that reflected the turbulence of urban life and the crimes that make headlines. The Blue Murder squad members were an elite group of big-city investigators out to solve some of the city's most complicated and riveting crimes.","[80, 18, 10759]",/1l7tasgzFRD09FXa8zrCCdiilpl.jpg,6.0
76479,The Boys,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,"[10765, 10759]",/2zmTngn1tYC1AvfnrFLhxeD82hz.jpg,8.461
1903,Action Man: A.T.O.M.,"A.T.O.M. is a French animated television series, which chronicles the adventures of five teenagers, set in the fictional Landmark City. The Alpha Teens, which consist of Axel Manning, Catalina Leone, Crey Kingston, Zack Hawkes, and Ollie Sharker, test prototype vehicles and weapons for Lee Industries, and use these prototypes to combat criminals, particularly the sadistic Alexander Paine.

In the United Kingdom, Australia and Latin America, the series is called Action Man A.T.O.M. and has its own comic book from Panini Comics.","[10759, 16]",/moOsmnBXUuHrOUVAMlQjDkDtiiQ.jpg,5.9
4508,The Zeta Project,"Follow the futuristic adventures of Zeta, a renegade government-designed robot, and Ro, his 15-year-old streetwise companion.","[10759, 16, 10762, 10765]",/pv3PAeb6H5OUUQradMTbK31JCn8.jpg,7.5
5368,Lassie,"Lassie is the pet of Jeff Miller, an 11-year-old farm boy. The two become best friends and enjoy family adventures in the American countryside, teaching each other about love, nature and commitment.","[10759, 18, 10751, 35]",/vqbVr4fYRZb28ywczaidn29JJTA.jpg,6.1
131647,Cyborg 009,"Five years after the defeat of the Black Ghost organization and returning to their average lives, the 00 Cyborgs are called back into action to fight off cyborgs based off the Norse Gods, followed by a new enemy organization known as the Neo Black Ghost.","[16, 10765, 10759]",/d3eHENLgMBGnXXbtvAqLN0DOrBb.jpg,10.0
3917,Special Rescue Police Winspector,"In 1999, advanced science and technology enriched people's lives, but the damage caused when they were misused for crimes or went out of control and went out of control was also great. The Special Rescue Police Winspector (abbreviated as WSP) was established to deal with such a situation. Their purpose is not only to investigate crimes and arrest suspects but also to save the lives of those involved in crimes and disasters.",[10759],/cjATkbcmt9dM8LmrwK1u5tFQCRi.jpg,8.0
2784,Donkey Kong Country,"Taking place on Kongo Bongo Island, the show focuses on Donkey Kong, the island's resident hero. Before the series' events, he was chosen as the island's future ruler by a magical artifact known as the Crystal Coconut, which is connected to a spirit known as Inka Dinka Doo. In the present, Donkey Kong must prove he deserves the role through his heroics and by simply guarding the coconut.

Alongside various allies such as his best friend and sidekick Diddy Kong and his mentor Cranky Kong, he must protect the Crystal Coconut from various threats, most notably the villainous King K. Rool and his Kremling army who long to steal it in order to rule Kongo Bongo. Oftentimes, Donkey Kong has to juggle his guardian duties with his social life, his relationship with Candy Kong, and his love of gorging on bananas.","[16, 10759, 35, 10765, 10762]",/1m9a2YDMV6uVV0muqQQZIBHjzIN.jpg,6.6
83217,WWE NXT UK,A professional wrestling program showcasing the best of WWE's UK division.,"[18, 10759]",/wnmbwXmqQCW6iL13eoavhxGhtbJ.jpg,6.6
2557,Class of the Titans,"Imprisoned thousands of years ago by his son Zeus, Cronus, the god of time, escapes from the Underworld. Now history is about to repeat itself as Cronus heads a legion of mythological monsters in his quest to conquer and destroy the world...But there is a prophecy... Seven teenagers stand in his way. The unknowing descendants of great mythological heroes, under the guidance of the Olympian Gods, find the power within themselves to save the world from the encroaching evil.","[16, 10765, 10759, 10762]",/e147LlM2RZKbyeXfLdzAtwdy6vt.jpg,7.0
86094,Haechi,"Set during the Joseon Dynasty period, the series follows three people from different walks of life who came together to help Prince Lee Geum claim the throne and reform the Saheonbu.","[18, 10759]",/1LvhwPDL4atqt3SuLDi1kfDtjdG.jpg,5.6
3752,Fort Boyard,A game show set and filmed on the real Fort Boyard in France. The contestants have to complete in physical and endurance challenges to win prize money.,"[10751, 10764, 10759]",/nFQyP89WGXtsDeD7ShiERRZ0kVy.jpg,7.4
7863,Caminhos do Coração,,"[10766, 10765, 10759, 18]",/avKoktGppQFarQn0yncxOJoB8rh.jpg,5.6
13375,RahXephon,"Ayato Kamina, a 17-year-old high school student, lives in Tokyo Jupiter oblivious to the world around him, having been raised to believe that the rest of civilization has been destroyed; but everything changes when a mysterious alien civilization invades his home.","[16, 10765, 10759]",/sQhAs3I1nqZusc5y7s0KiaFmju3.jpg,7.5
10814,Counterstrike,"Counterstrike is a Canadian/French crime-fighting/espionage television series. It premiered on November 2, 1991 on CTV in Canada and on November 20, 1991 on TF1 in France. It also aired in the United States on cable channel USA Network, premiering on July 1, 1990. The series ran for three seasons, airing 66 hour-long episodes in total.

Counterstrike has since aired in reruns in Canada on Showcase and TVtropolis.","[10759, 18]",/no9Wg4VsDpSx4SO3AGavsk9eQnt.jpg,7.0
2332,L.A. Heat,"Meet Chase McDonald and August Brooks. Two guys who will do anything to keep L.A. safe . . . even if it means blowing half of it up. An explosive crime drama that follows the action-packed cases of robbery/homicide detectives McDonald and Brooks, who are as different as night and day.  L.A. Heat is an American action series starring Wolf Larson and Steven Williams as Los Angeles police detectives, in the tradition of films like Lethal Weapon. The series aired on TNT from March 15, 1999.","[10759, 35, 80, 18]",/zQ0kZUZvKuVObrfVFWxjueHNfFH.jpg,7.3
76713,Secrecy of the investigation,"In the center of the plot is a senior investigator named Masha Shvetsova and her male colleagues. The plot is the most vital, but, like in “Streets of Broken Lanterns,” it is seasoned with a fair amount of humor - otherwise, how can the audience (and the heroes) endure countless morgues, identifications and other “cute” charms of the investigative routine?","[10759, 9648, 18, 80]",/bEOqLQZ5F8cmcZ5aBfZWb2JL8x1.jpg,7.8
91246,Mao Mao: Heroes of Pure Heart,"Mao Mao, Badgerclops and Adorabat are fearless warriors who protect the people of Pure Heart Valley from monsters, villains and all kinds of bad stuff. Led by King Snugglemagne, the Sweety Pies of Pure Heart are cute, cuddly and pretty much helpless. Luckily, they have valiant heroes like Mao Mao, Adorabat and Badgerclops to watch over them. He’ll battle baddies like the Sky Pirates: Orangusnake, Ramaraffe, Boss Hosstrich and Rat-A-Rang, while learning to become a legend in his own time.","[16, 10759, 35, 10751, 10765]",/iEieLEh3gzKd0RtMlH52jFOCCGo.jpg,7.4
213442,Ultraman Blazar,"Ultraman Blazar is a hero with a great sense of justice hailing from “M421,” an extragalactic astronomical object far from Earth. The main protagonist, Gento Hiruma, is the captain of the Special Kaiju Reaction Detachment (SKaRD), established by the Global Guardian Force (GGF) in a world where kaiju disasters are a common practice. When their strong desire for the power to save human lives resonates, the two unite.","[10759, 18, 10765, 35]",/dJFVvLPjZJSnOpBc5O9byFbB0U.jpg,8.7
103330,Asintado,"Asintado is a 2018 Philippine action drama television series starring Julia Montes, Shaina Magdayao, Paulo Avelino and Aljur Abrenica. The series was aired on ABS-CBN's Kapamilya Gold afternoon block and worldwide on The Filipino Channel from January 15, 2018, to October 5, 2018, replacing Pusong Ligaw","[18, 10759, 80]",/7zDL9wX6TzWXiWevdAgJMmDxaZ4.jpg,6.8
101048,Doc – Nelle tue mani,"When Doctor Andrea Fanti loses 12 years of memories from a brain injury, he finds himself adjusting to a world full of strangers.","[18, 10759]",/6yFfvnYMGXYmGbtmiIrRuRzJzUU.jpg,8.1
49071,Valley of the Wolves: Ambush,"A continuation series of Osman Sinav's The Wolves Of The Valley. This produce focuses on politics, National Security and Regional Middle East problems. The Wolves of The Valley: Ambush serie also attracts attention by two film; The Wolves of The Valley: Iraq and The Wolves of The Valley: Palestine.","[18, 10768, 10759, 80]",/wDWkjobSJm8I5r2ctSPtneUjHxT.jpg,6.2
125928,My Adventures with Superman,"Twenty-somethings Clark Kent, the bright and driven Lois Lane, and their best friend Jimmy Olsen begin to discover who they are and everything they can accomplish together as an investigative reporting team at the Daily Planet.","[16, 10759, 10765, 35]",/kocOUpdLnHyqfMW4jSRLxWT0QhM.jpg,8.1
217772,GG Bond,,"[16, 10762, 10765, 10759]",/9XC8xxZU01ZMtilejudKuJtPHbV.jpg,8.2
